Net Income to Total Assets,Debt Ratio,Working Capital to Total Assets,Current Ratio,Retained Earnings to Total Assets,ROA before interest and after tax,Total Asset Turnover,Net Worth to Assets,Gross Profit to Sales,Bankrupt
0.46782041718832684,0.47263123279727787,0.999516239294974,1.492760148423465e-10,0.4843362605682149,0.4440369206945748,1.1629795648050303e-05,0.586538331948934,0.12563594469299827,0
0.4677484416537949,0.4725771887812165,0.9996984394346086,1.5745684309554788e-10,0.4843274059437607,0.444020473732102,1.424593907714631e-05,0.5865984458300275,0.1256341983078798,0
0.46774744970261445,0.47261206872287087,0.9996043095629902,1.52866302888007e-10,0.48432754074132306,0.44402075407805325,7.936416689326471e-06,0.5865596484049291,0.12563379158664348,0
0.46747538565340124,0.47273623733645964,0.9995132188563798,1.4897194544649357e-10,0.48431082578360285,0.4439601526282603,2.0247679885072447e-05,0.5864215339971407,0.12563390004587788,1
0.46745521974358656,0.4727517542686785,0.9994837472530674,1.487874615518455e-10,0.4842825958984065,0.44395529329843875,1.3630375917358948e-05,0.5864042743061273,0.12563521238119524,0
0.4676654618030201,0.47268560837171997,0.9995246388135653,1.492347158647008e-10,0.48432524851953224,0.4440020176236454,2.7172765432679574e-05,0.586477849271024,0.125633321147074,0
0.46765304002096775,0.4725866713509058,0.9996593485515535,1.5395255676707265e-10,0.4843320509621922,0.44399617708299455,1.4707611446986701e-05,0.5865878982410749,0.12563402101753943,0
0.46760019518937146,0.4726944941363239,0.9996133973882626,1.499456482656017e-10,0.4843193443854552,0.4439871125639045,4.517798785645799e-05,0.5864679655163412,0.12563316560490717,0
0.4677079432929372,0.4726760594903545,0.9994884251696824,1.4903979376691147e-10,0.4843250254889262,0.44401098869408506,8.551979849113771e-06,0.58648847061934,0.12563410871374348,0
0.4676520433866884,0.47270838643247715,0.9994268368207188,1.4816094244591267e-10,0.4843223806016443,0.4440021110722958,8.551979849113771e-06,0.5864525129297288,0.12563540140166768,0
0.46764770291748586,0.4727099447568666,0.999528804767813,1.4968514702199041e-10,0.48431984665747985,0.4439982796776289,1.1014232488262942e-05,0.586450779584691,0.12563366646303398,0
0.46762700166059956,0.47265686226010944,0.9996704646464387,1.5293891647507636e-10,0.48432141160892633,0.44399136447749826,1.6246519346454954e-05,0.5865098239550167,0.125633415526765,0
0.4675620828890398,0.47263408419935227,0.9995680918262532,1.499740129480507e-10,0.48431687583157423,0.4439766930393834,1.3784266707305813e-05,0.5865351602963119,0.1256328093660771,0
0.46779716537805,0.47264751231377244,0.9995902017953467,1.5123590094084037e-10,0.4843269274662907,0.4440314539485256,1.4553720657039938e-05,0.5865202240252427,0.12563545718143906,0
0.4677490257916732,0.4725982427383938,0.9995034027806706,1.4960459132383532e-10,0.4843372204413523,0.444020473732102,2.3963482512407895e-06,0.5865750272321782,0.1256337832742683,0
0.4676732700538188,0.4726706550887484,0.999583105625964,1.506606651807753e-10,0.484331164718005,0.44400318573177555,1.5015393026880434e-05,0.5864944820074492,0.12563443601205873,0
0.4677651433573036,0.47265464081895847,0.9995650374151342,1.5038768347688645e-10,0.484328677657674,0.4440229033970128,3.963791941837235e-05,0.5865122948936874,0.12563321472688896,0
0.46783511685132106,0.47263527780952297,0.9995468291743208,1.4989368416735517e-10,0.4843323475932148,0.4440400979486888,1.486150223693357e-05,0.5865338326277725,0.12563708239568674,0
0.4676470139096756,0.4725857098316017,0.9995298534372232,1.5347194558765735e-10,0.4843288674639044,0.44399449500728716,4.85860089038998e-06,0.5865889677518429,0.12563546445825943,0
0.46778462248476393,0.4726335537059431,0.9997367297110031,1.5384658631344331e-10,0.4843323822759329,0.44402696841330574,2.409494963374307e-05,0.5865357503712184,0.12563378977266457,0
0.4677870588098955,0.4726657148688753,0.9995190702474991,1.4921610863301426e-10,0.48433065851196466,0.4440276692781838,1.3476485127412184e-05,0.5864999770800154,0.1256353743039901,0
0.46767497523899165,0.47274800765897607,0.9995504397404223,1.4960322981907776e-10,0.4843311443215779,0.4440076712669954,9.321433798847886e-06,0.586408441710154,0.12563401073446825,0
0.4677480755830388,0.4727098121335143,0.9994807191076793,1.4874048963770997e-10,0.4843269477585649,0.4440224361537607,2.1324915414700203e-05,0.5864509271034177,0.12563377375569384,0
0.46769031815513296,0.47270798856242024,0.9994549822136858,1.4813280468092332e-10,0.484323962345807,0.4440088860994508,4.5508193104963305e-06,0.5864529554859086,0.12563502878972893,0
0.46782509389222315,0.47261090826853824,0.9995441176739459,1.500309692304082e-10,0.48433290537077633,0.4440377617324285,1.3322594337465316e-05,0.586560939193787,0.1256356908124553,0
0.4677074315837088,0.4726342831343807,0.9996463099858434,1.554477159083226e-10,0.4843248456604036,0.44401374542927224,1.2707031177678058e-05,0.5865349390182221,0.12563406505430275,0
0.467723051164739,0.4726225128118643,0.9996147548054737,1.5242245233704557e-10,0.4843273917731168,0.4440139323265731,6.70529036975187e-06,0.5865480313052086,0.12563362285608715,0
0.4676948291501332,0.4727435647766741,0.9994793425751877,1.4872800917743243e-10,0.4843243013096951,0.4440197261428987,1.4553720657039938e-05,0.5864133835874955,0.12563398000986373,1
0.4676422581440511,0.4727486376198995,0.9994373410017929,1.478829685579128e-10,0.4843214991966858,0.4439979993316776,5.320273260230455e-06,0.5864077409962026,0.12563329770094203,1
0.46779685338134447,0.47268083393103727,0.9994961978139795,1.4924401948054406e-10,0.4843295463998364,0.44403734121350164,5.320273260230455e-06,0.586483159945182,0.12563421349688866,0
0.4678206204092385,0.4726776509705821,0.9995018008762216,1.492095280266861e-10,0.48433245702687117,0.4440447236568843,7.628635109432821e-06,0.5864867003946206,0.12563409930267605,0
0.4676276830869056,0.4726360072379606,0.9994930337624334,1.4909697696672859e-10,0.48432166035773977,0.4439933736234822,5.935836420017755e-06,0.5865330212747761,0.12563311924896997,0
0.46752646831949807,0.4726955882789804,0.99945412985043,1.4841350157843826e-10,0.484315183314992,0.4439702450825049,1.0860341698316178e-05,0.5864667484868467,0.12563310886212622,0
0.4676897528244224,0.4726597468180219,0.9995892998119702,1.5038087595309867e-10,0.48432433940778175,0.4440085123048491,1.3938157497252576e-05,0.5865066154227129,0.12563388886711274,0
0.4676087841009481,0.47256326332922527,0.9996229636633649,1.567638371739547e-10,0.484326419354746,0.4439858510071239,9.16754300890106e-06,0.5866139352963216,0.12563305231449914,0
0.46765383782818415,0.47258650557171544,0.9996061826844099,1.5456251089845525e-10,0.48432218280296346,0.4439962238073198,1.4707611446986701e-05,0.5865880826394833,0.12563338500889323,0
0.4678099915476586,0.4726033487374573,0.9995481553382086,1.502170415472734e-10,0.48433409687908285,0.4440370608675504,1.6092628556508187e-05,0.5865693477612037,0.12563395970331667,0
0.46767836798475054,0.4726003647120306,0.9996050514340967,1.5224091836937216e-10,0.48432525794945425,0.4440018307263446,2.163269699459383e-05,0.5865726669325525,0.12563365837335339,0
0.4677385558976882,0.4726885592413086,0.9995279247582912,1.5009427920163429e-10,0.4843253642800999,0.4440266880673545,1.0090887748582011e-05,0.586474566979357,0.12563382636632558,0
0.4676726166336247,0.4726547402864727,0.9995432787856783,1.505181610161517e-10,0.48432336360731487,0.4440108952454347,3.7813653607622048e-06,0.5865121842546425,0.1256335547962436,0
0.4676806396891179,0.4726477112488009,0.9995911424193729,1.5025153300113137e-10,0.4843301376437552,0.4440063162615644,9.936996958635187e-06,0.5865200027471528,0.12563403224829325,0
0.467170609485532,0.47268461369657777,0.9993690427150097,1.4775748320275858e-10,0.48428863713653375,0.44388964562152344,8.859761429007412e-06,0.5864789556614736,0.12563221899055108,0
0.4676171298003098,0.4727018215765384,0.9994691356353504,1.4858391659059168e-10,0.484320102225133,0.44399402776403507,9.936996958635187e-06,0.586459815106696,0.12563415254355556,0
0.4675444089250105,0.4726600452205646,0.9995386637381934,1.5013103983008817e-10,0.4843172232507026,0.44396982456357803,1.4553720657039938e-05,0.5865062835055781,0.12563301228875787,0
0.467702671933867,0.4726177383711816,0.9996062277098202,1.5149345225747696e-10,0.48432462509609414,0.444010755072459,1.2860921967624823e-05,0.5865533419793666,0.12563411702046579,0
0.46812120917243427,0.47263478047195184,0.9997208489293894,1.517562226756842e-10,0.4843462749880775,0.4440096804129793,1.3476485127412184e-05,0.5865343858229972,0.12563390099246818,0
0.46787674403184343,0.47263050336884027,0.9996688143010881,1.7415320285484845e-10,0.484335734262679,0.4440588344030967,5.16638247028363e-06,0.5865391433019304,0.12563478112114257,0
0.46778914161025353,0.47268577415091034,0.9994839496405745,1.488008496819614e-10,0.48432954151483293,0.44403654689997313,6.39750878985822e-06,0.5864776648726158,0.1256340057567568,0
0.46787603952455,0.4726696272577681,0.9994556656469109,1.4841531691811503e-10,0.4843322280202271,0.44404738694342105,6.08972720996458e-06,0.5864956252775805,0.1256337918129155,0
0.4678265603849619,0.47262440269463457,0.9996398615014497,1.519733826845135e-10,0.4843310074138352,0.4440422005433231,1.8093208825816832e-05,0.5865459291633545,0.1256340272654205,0
0.46777309629224567,0.4726921732276587,0.9995524229851985,1.494904518416607e-10,0.4843304659066121,0.4440343508566884,2.255604173427482e-05,0.5864705470940568,0.12563405472401504,0
0.46774385690785797,0.47262841455104154,0.9997004413954743,1.5342837743541575e-10,0.48433741994257534,0.4440210811483297,9.936996958635187e-06,0.5865414667218745,0.12563464849686432,0
0.46785645239853285,0.47265540340323414,0.9996658685238158,1.511353765062412e-10,0.4843403300281763,0.4440497231596814,1.855488119565733e-05,0.5865114466610094,0.12563450711617344,0
0.4676138088810881,0.4726510931442845,0.9995422468845813,1.4943689932119703e-10,0.4843291190604379,0.44399019636936815,2.48644035834772e-05,0.5865162410196242,0.12563355514253,0
0.46756956163857516,0.47271097258784694,0.9994535957759824,1.4839807119118605e-10,0.48430076766740937,0.44398384186114004,9.936996958635187e-06,0.5864496363145598,0.1256332649341545,1
0.4678169069302367,0.4726650517521138,0.9995413190776812,1.5064228486654837e-10,0.4843307672396397,0.4440404717432905,7.320853529539171e-06,0.5865007146736485,0.12563406941347496,0
0.4677639520772996,0.47267705416549677,0.9995411929505539,1.5098924166226412e-10,0.484330575552809,0.4440272954835822,7.628635109432821e-06,0.5864873642288904,0.12563407071192945,0
0.46766731727631333,0.4726303044338118,0.9995845644376711,1.527832510977964e-10,0.4843227854637756,0.4440048210831578,6.39750878985822e-06,0.5865393645800203,0.1256337068255719,0
0.4676398719654637,0.47269903648614015,0.9995644348410143,1.510452902747833e-10,0.484318638853326,0.44399599018569375,1.1475904858103438e-05,0.5864629129999548,0.12563337745832487,0
0.4677368167305331,0.47269174220176374,0.9996590132357609,1.5219145036318116e-10,0.484326505769903,0.4440209876996793,1.2245358807837563e-05,0.5864710265299183,0.1256338542888177,0
0.4677345043284623,0.47260258615318157,0.9996045904500171,1.5160191880316183e-10,0.4843267016244634,0.4440161283698578,9.629215378741536e-06,0.5865701959938818,0.12563370166815638,0
0.4676126839869623,0.4726534140529497,0.9996469102571592,1.5282205398338663e-10,0.4843199830137061,0.44398771998013215,1.6246519346454954e-05,0.5865136594419086,0.12563330331901224,0
0.4677164796829695,0.47263408419935227,0.9995069331317639,1.4910854975716776e-10,0.4843281491910408,0.444012997840069,1.5015393026880434e-05,0.5865351602963119,0.12563356311152032,0
0.4678667142684783,0.4726087531390634,0.9997088981027548,1.537149741868801e-10,0.48433407963870073,0.44404850832722603,2.6711093062839077e-05,0.5865633363730944,0.1256339364381313,0
0.4674726608670876,0.47275453935907674,0.9994832917538482,1.4878564621216874e-10,0.48430663754405096,0.44396164780666686,1.0090887748582011e-05,0.5864011764128685,0.12563339710202454,0
0.4677038208731476,0.4726200261240087,0.9995566769237654,1.5609488450307825e-10,0.4843268709828456,0.444010287829207,5.4741640501772805e-06,0.5865507972813325,0.1256336710822999,0
0.4677043956133451,0.472629508693698,0.9996564137944743,1.5349123357172264e-10,0.48432873074954536,0.44400954024000366,1.1475904858103438e-05,0.58654024969238,0.12563404762904246,0
0.4676425655835898,0.47264970059908534,0.9994155763626781,1.4789794511024585e-10,0.48425366691063276,0.44399673777489707,7.320853529539171e-06,0.5865177899662536,0.12563334365633752,0
0.467864408005596,0.4726547071306346,0.9995050027958453,1.4924175030594814e-10,0.48433289386979433,0.4440520593759417,1.1322014068156571e-05,0.5865122211343241,0.12563473790773963,0
0.4677257621024602,0.47266647745315105,0.9995656187317636,1.5101647175741514e-10,0.48432767399907584,0.4440159881968822,1.3476485127412184e-05,0.5864991288473375,0.12563288514698326,0
0.4677393148509254,0.47264542349597377,0.999616977032553,1.5276804762800376e-10,0.4843270668854998,0.4440196794185735,1.1783686437997068e-05,0.5865225474451868,0.12563412499979923,0
0.46774268041306616,0.472617473124477,0.9997160422111827,1.5251049631136717e-10,0.4843324381085483,0.4440036996993528,1.3476485127412184e-05,0.5865536370168198,0.12563388936561712,0
0.46767020827131595,0.4726335868617812,0.9996259889323988,1.6834252746708279e-10,0.4843300242959457,0.4440026250398731,4.85860089038998e-06,0.5865357134915368,0.12563356008575072,0
0.46782513506610723,0.4726676379074836,0.9995501890158262,1.515013943685627e-10,0.48433551559600935,0.4440413595054694,8.859761429007412e-06,0.5864978380584797,0.125634084984483,0
0.46766573471946216,0.4726519551960744,0.9995132094524509,1.493411401532493e-10,0.48432522220030305,0.44400365297502764,8.859761429007412e-06,0.5865152821479013,0.12563385664177915,0
0.46779742078599884,0.47262672360329977,0.9995892421306015,1.5022929509009141e-10,0.4843295502389753,0.444031547397176,1.7785427245923204e-05,0.5865433475856388,0.12563398911349122,0
0.4677757570401336,0.4726580558702801,0.9995826400500415,1.5047186985439497e-10,0.48432996873072,0.4440316408458264,1.855488119565733e-05,0.5865084962864772,0.12563389991377946,0
0.46780425323443753,0.47263229378409627,0.9996405114416382,1.5129058804860196e-10,0.48434221089950263,0.4440350049972413,1.0706450908369313e-05,0.5865371517991211,0.1256344557400941,0
0.4678043707133181,0.47266515121962804,0.9996841578175946,1.5153679349225899e-10,0.48433766119500055,0.4440379953540545,2.0709352254912943e-05,0.5865006040346036,0.12563439416063,0
